Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Hippocampus Of 12 Wk R6/2 Mice PXD004973	5.862050e-01	7.858955e-01	0	0	9.906877e-01	5.291121e-01	BEX1;EEF1D;HSPE1
HDSigDB_Mouse_2021	Genes Changed In Loxapine Treated STHdhQ111 Vs Control GSE129143	5.865389e-01	7.858955e-01	0	0	9.690271e-01	5.169917e-01	EIF5A;TLE4;SLC2A1;FURIN;AIG1;PDIA6;ZWINT;ETV5;EEF1A1;FRMD5;KRT18;ARMC10;NEDD4;VPS41;SPECC1L;TSR1;TMPO
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of zQ175DN Vs WT PMID32681824	5.867094e-01	7.858955e-01	0	0	1.142244e+00	6.090739e-01	FRMD5
HDSigDB_Mouse_2021	Liver RNA M20 Module (Royalblue) PMID26900923	5.902847e-01	7.901002e-01	0	0	1.130980e+00	5.961967e-01	AHNAK
HDSigDB_Mouse_2021	Genes Changed In Cerebellum Of 6 Wk ATXN2Q127 Mice E-MTAB-6293	5.919809e-01	7.917855e-01	0	0	9.820716e-01	5.148813e-01	PRRT4;ETV5;TRIM67
HDSigDB_Mouse_2021	Down-regulated Genes In The Heart Of Dox Treated FRDAkd Mice After 4 Wk Rescue GSE98790	5.938293e-01	7.925017e-01	0	0	1.119935e+00	5.836693e-01	ANO10
HDSigDB_Mouse_2021	Expression In Blood Of Patients With Total Motor Score Great Than 60 Vs 0-20 GSE51799	5.938293e-01	7.925017e-01	0	0	1.119935e+00	5.836693e-01	HBA-X
HDSigDB_Mouse_2021	Young Microglia-Enriched Genes In Mouse Cortex PMID23954174	5.938293e-01	7.925017e-01	0	0	1.119935e+00	5.836693e-01	RPS9
HDSigDB_Mouse_2021	Genes Up-Regulated In Human HD Neurons Vs Control Neurons PMID32070434	5.960567e-01	7.948886e-01	0	0	9.594493e-01	4.964377e-01	CCND3;SPARC;G3BP1;PMP22;MCMBP;HSPE1;RAPGEF5;UBQLN4
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 GSE73468	5.971936e-01	7.951791e-01	0	0	9.602638e-01	4.950293e-01	RPL4;YWHAE;ACTR2;BEX1;EEF1A1;UBB;ABI3;SERBP1;NDUFAB1;GRB10;RPL13;RPS20;RPL29
HDSigDB_Mouse_2021	Cingulate (Cck+), Somatosensory (Cck+) And LGN Interneuron Gene Module PMID19638972	5.973434e-01	7.951791e-01	0	0	1.109103e+00	5.714797e-01	GRB10
HDSigDB_Mouse_2021	Differentially Expressed Genes In White Adipose Intestinal Tissue Of HD Q175 Mice PMID26900923	5.980309e-01	7.951791e-01	0	0	9.979953e-01	5.130822e-01	KRT18;RASIP1
HDSigDB_Mouse_2021	Striatum RNA M7 Module (Black) PMID26900923	5.980309e-01	7.951791e-01	0	0	9.979953e-01	5.130822e-01	CPOX;ANO10
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In 2 Mon Mouse Striatum PMID26900923	6.008273e-01	7.977801e-01	0	0	1.098476e+00	5.596163e-01	MDK
HDSigDB_Mouse_2021	Genes Changed In HDACi 4B Vs Vehicle Treated Healthy Donor Blood Cells GSE30933	6.008681e-01	7.977801e-01	0	0	9.550959e-01	4.865067e-01	SPARC;ARMC10;CRIP2;FLYWCH1;RPS21;PDIA6;ACTB
HDSigDB_Mouse_2021	HD Down-Regulated Genes In Human Blood PMID29652574	6.014926e-01	7.980243e-01	0	0	9.680332e-01	4.920910e-01	TRAPPC6A;WDR18;VEGFB
HDSigDB_Mouse_2021	HD Down-Regulated Genes In Human Prefrontal Cortex PMID29375298	6.033678e-01	7.982113e-01	0	0	9.527202e-01	4.813413e-01	PDF;PEG3;VPS41;TSR1;CALM2;ETV5;TRIM67
HDSigDB_Mouse_2021	Genes Changed In The Cortex Of zQ175 KI Mice Vs WT GSE123657	6.033776e-01	7.982113e-01	0	0	9.652725e-01	4.876673e-01	TUBB5;BEX1;MYH7
HDSigDB_Mouse_2021	Genes Enriched In Irradiated Vs Control NSCs PMID29983386	6.033776e-01	7.982113e-01	0	0	9.652725e-01	4.876673e-01	RPL22;VPS41;RPS20
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In SIVF018 Line NSCs Vs ESCs GSE34201	6.033966e-01	7.982113e-01	0	0	9.639552e-01	4.869715e-01	YWHAE;SPARC;AHNAK;CRABP1;BTF3L4;SLC2A1;CRIP2;ACTB;MDK;RPL13;MEST;UBQLN4;TLE4;ACTR2;PEG3;COX6C;DLK1;ETV5;COPZ1;DRAP1;FAM189B;TSPAN18;NDUFS4;VPS41;PMP22;VIM;FLYWCH1;CALM2;EZH2;MYH7
HDSigDB_Mouse_2021	Genes Changed By 3.2 Mg/Kg PDE10A Inhibitor In Cortex Of HdhQ175 Mice GSE89505	6.042812e-01	7.987980e-01	0	0	1.088050e+00	5.480679e-01	MYL7
HDSigDB_Mouse_2021	Differentially Expressed Genes In Corrected iPSCs Vs HD iPSCs GSE93767	6.071301e-01	8.019786e-01	0	0	9.597973e-01	4.789505e-01	TRAPPC6A;ANXA2;EZH2
HDSigDB_Mouse_2021	Genes Changed In HD Vs Control iPSCs Before Differentiation GSE109534	6.077055e-01	8.021535e-01	0	0	1.077819e+00	5.368240e-01	EIF5A
HDSigDB_Mouse_2021	Genes Down-Regulated In R6/1 HD Mice PMID30811995	6.083434e-01	8.024107e-01	0	0	9.480026e-01	4.711722e-01	TRAPPC6A;KRT18;CRABP2;SLC41A1;DCTPP1;PRRT4;EZH2
HDSigDB_Mouse_2021	Genes Changed In Brain Vs Spinal Cord Derived OPCs PMID30078729	6.096075e-01	8.025400e-01	0	0	9.466156e-01	4.685179e-01	H19;ARG1;DOCK8;CPOX;HOXD4;DLK1
HDSigDB_Mouse_2021	Down-regulated Genes In Hypothalamus/Thalamus Of HD Q175 Mice PMID26900923	6.096232e-01	8.025400e-01	0	0	9.765669e-01	4.833168e-01	FTH1;PMP22
HDSigDB_Mouse_2021	Down-regulated Proteins In Striatum Of HD Q175 Mice PMID26900923	6.108593e-01	8.025400e-01	0	0	9.543826e-01	4.704043e-01	SENP3;PDIA6;UBQLN4
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Cortex Of 5 Mon R6/2 HD Mice GSE26317	6.108593e-01	8.025400e-01	0	0	9.543826e-01	4.704043e-01	TNFAIP8;CBS;CRIP2
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Grade 3 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	6.109369e-01	8.025400e-01	0	0	9.452622e-01	4.657889e-01	YWHAE;BEX1;PEG3;CCDC85B;SPECC1L;CALM2
HDSigDB_Mouse_2021	Genes Up-Regulated In Inferior Olive Of 12 Week Old Atxn1[154Q/2Q] Vs WT GSE122099	6.111003e-01	8.025400e-01	0	0	1.067778e+00	5.258743e-01	PEG3
HDSigDB_Mouse_2021	Cortex RNA M20 Module (Royalblue) PMID26900923	6.119112e-01	8.026283e-01	0	0	9.723898e-01	4.776068e-01	PRRT4;CNNM3
HDSigDB_Mouse_2021	Genes Down-Regulated In The Astrocytes Of zQ175 KI Mice Vs WT At 12 Month Old GSE124846	6.120540e-01	8.026283e-01	0	0	9.444933e-01	4.636847e-01	RPL22;IGF2;FLYWCH1;CALM2;UBQLN4;RASIP1;MYH7
HDSigDB_Mouse_2021	Genes Up-Regulated In CAG Length-Dependent Genes In 10 Mon Mouse Cortex PMID26900923	6.134251e-01	8.038444e-01	0	0	9.429598e-01	4.608217e-01	RRM1;TSPAN18;CPOX;MCMBP;CNNM3
HDSigDB_Mouse_2021	Genes Changed In Brain Vs Spinal Cord Derived OPCs From P7 Mice PMID30078729	6.143634e-01	8.039880e-01	0	0	9.441057e-01	4.599387e-01	H19;TNFAIP8;CRABP2;IGF2;CPOX;HOXD4;VIM;FKBP9;DLK1
HDSigDB_Mouse_2021	Cortex And Cerebellum Coexpressed Gene Module PMID17101986	6.144659e-01	8.039880e-01	0	0	1.057920e+00	5.152092e-01	GRB10
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Striatal Cells Of HdhQ109 HD Mice GSE42107	6.148666e-01	8.039880e-01	0	0	9.413604e-01	4.578307e-01	DRAP1;FAM189B;DHX8;FKBP9;RPS21
HDSigDB_Mouse_2021	Yellow Module Eigengene Expression Profile Across Striatal Astrocytes Of R6/2 And Q175 Mice PMID31619545	6.163049e-01	8.052873e-01	0	0	9.397663e-01	4.548596e-01	CRABP2;CRABP1;CCNF;CALM2;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In CAG Length-Dependent Proteins In 6 Mon Mouse Striatum PMID26900923	6.177777e-01	8.060564e-01	0	0	9.393864e-01	4.524335e-01	DCTPP1;SENP3;PDIA6;UBQLN4
HDSigDB_Mouse_2021	Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs WT Mice GSE38962	6.178026e-01	8.060564e-01	0	0	1.048242e+00	5.048191e-01	TLE4
HDSigDB_Mouse_2021	Genes Changed In Pons Of ATXN3 KO Mice GSE117605	6.182288e-01	8.060564e-01	0	0	9.397229e-01	4.519096e-01	RPL4;BEX1;TSPAN18;NCL;CYTB;COX6C;WDR89;MEST
HDSigDB_Mouse_2021	Myotonic Dystrophy 1 Markers In Human Skeletal Muscle GSE86356	6.193009e-01	8.068734e-01	0	0	9.504435e-01	4.554183e-01	RRM1;ANXA2;WDR18;COG4;HBA-X;SLC2A3;ZWINT;CDC25A;DRAP1;CDH5;MYL7;MDK;SLC25A19;FTH1;TSPAN18;IGF2BP1;CALM2;DCTPP1;TMPO;TRIM67
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In 22 Mon CHL2 HD Mice GSE10202	6.200226e-01	8.072328e-01	0	0	9.428994e-01	4.507053e-01	TLE4;CDH5;AHNAK;CCDC85B;CBS;SLC41A1;CRIP2;WDR89;RAPGEF5;PRRT4;UBQLN4;MYH7
HDSigDB_Mouse_2021	Genes Up-Regulated In Astrocytes Of HD Patients Vs Control PMID32681824	6.206013e-01	8.073934e-01	0	0	9.350150e-01	4.460643e-01	TLE4;SPARC;AHNAK;CYTB;RAPGEF5
HDSigDB_Mouse_2021	Down-regulated Proteins In The Cortex Of R6/2 Vs WT PXD008099	6.211107e-01	8.073934e-01	0	0	1.038739e+00	4.946952e-01	CRIP2
HDSigDB_Mouse_2021	Genes Up-Regulated In Microglia Of AD Model Mice PMID26001565	6.214834e-01	8.073934e-01	0	0	9.345669e-01	4.445231e-01	TRAPPC6A;TNFAIP8;ANXA2;SLC2A1;SLC2A3;AIG1
HDSigDB_Mouse_2021	Differentially Expressed Genes In Striatum Of 6 Mon HD Q140 Mice Vs Q20 GSE78274	6.222753e-01	8.078427e-01	0	0	9.453976e-01	4.484707e-01	EIF5A;WDR18;COG4;KRT8;SLC41A1;CRIP2;SENP3;ETV5;NCL;NDUFS4;ANO10;MAN2B1;CALM2;CNNM3;UBQLN4;MYH7
HDSigDB_Mouse_2021	Cerebellum Coexpressed Gene Module PMID17101986	6.227905e-01	8.079324e-01	0	0	9.332462e-01	4.419342e-01	RRM1;CCDC85B;RPL22;SERBP1;SPECC1L;RAPGEF5
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 4B Treated Vs Untreated Healthy Donor Blood Cells GSE30933	6.237264e-01	8.082707e-01	0	0	9.358932e-01	4.417823e-01	CCDC58;RPS21;PDIA6
HDSigDB_Mouse_2021	Genes Down-Regulated In Foxp2/Olfm3-expressing Neurons Of R6/2 Vs WT PMID32681824	6.241266e-01	8.082707e-01	0	0	9.315597e-01	4.391392e-01	MDK;SLC2A3;CALM2;MEST
HDSigDB_Mouse_2021	Up-regulated Genes In The Heart Of Dox Treated FRDAkd Mice At 20 Wk GSE98790	6.243902e-01	8.082707e-01	0	0	1.029405e+00	4.848288e-01	MAN2B1
HDSigDB_Mouse_2021	Genes Up-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Carrier Blood Cells GSE30933	6.248696e-01	8.083135e-01	0	0	9.303099e-01	4.374431e-01	SPARC;KRT18;CRIP2;SLC2A3;FLYWCH1
HDSigDB_Mouse_2021	HD Markers In Human Fibroblasts GSE45516	6.256127e-01	8.086971e-01	0	0	9.422165e-01	4.419219e-01	ACTR2;AHNAK;WDR18;SLC2A3;ETV5;TRAPPC6A;KRT18;EEF1D;CCDC85B;CBS;VPS41;GRB10;VIM;FLYWCH1;DCTPP1
HDSigDB_Mouse_2021	CPSF6 Binding Sites In MEFs From Mbnl1/2 KO Myotonic Dystrophy Mice Vs WT Mice GSE60487	6.273495e-01	8.103638e-01	0	0	9.307387e-01	4.339582e-01	H19;SPARC;TMPO
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of HD Q175 Mice PMID26900923	6.296439e-01	8.114322e-01	0	0	9.296453e-01	4.300547e-01	YWHAE;ACTR2;BEX1;SERBP1;VPS41;GRB10;MEST;ZWINT
HDSigDB_Mouse_2021	Genes With A Decrease Of SUZ12 Binding In Their Promoter Regions In Corpus Callosum Of BN Vs BACHD Mice PMID31015293	6.303278e-01	8.114322e-01	0	0	9.273116e-01	4.279684e-01	ANXA2;PEG3;CBS;TSPAN18;IGF2;PMP22;HOXD4
HDSigDB_Mouse_2021	Genes Changed In iSPNs Of HD Patients Vs Control PMID32681824	6.305839e-01	8.114322e-01	0	0	9.479540e-01	4.371103e-01	RPL4;YWHAE;BEX1;RPLP1;ACTB;OSGEP;CCND3;UBB;CCDC85B;FTH1;GRB10;ANO10;TLE4;ACTR2;RPS9;CSNK2A1;PDIA6;ETV5;EEF1A1;ARMC10;NCL;NDUFS4;VPS41;CYTB;PPIG;RAPGEF5
HDSigDB_Mouse_2021	Probable Neuron-Enriched Genes PMID18171944	6.306702e-01	8.114322e-01	0	0	9.364040e-01	4.316562e-01	BEX1;PEG3;CRABP1;SLC2A3;ZWINT;TUBB5;ARMC10;SERBP1;GRB10;RPS20;CALM2;MYH7;TRIM67
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Frontal Lobe Of Mbnl KO Myotonic Dystrophy Mice GSE68890	6.308650e-01	8.114322e-01	0	0	1.011228e+00	4.658357e-01	SLC2A3
HDSigDB_Mouse_2021	Liver RNA M43 Module (Ivory) PMID26900923	6.308650e-01	8.114322e-01	0	0	1.011228e+00	4.658357e-01	CPOX
HDSigDB_Mouse_2021	Definite Neuron-Enriched Genes PMID18171944	6.320467e-01	8.117990e-01	0	0	9.363235e-01	4.295777e-01	GRB10;SLC2A3
HDSigDB_Mouse_2021	HD Grade 3 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790	6.320467e-01	8.117990e-01	0	0	9.363235e-01	4.295777e-01	SERBP1;UBQLN4
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Quadriceps Muscle Of HSALR 41 Myotonic Dystrophy Mice (MOE430B Array) GSE14691	6.340607e-01	8.138086e-01	0	0	1.002377e+00	4.566935e-01	RAPGEF5
HDSigDB_Mouse_2021	Genes Down-Regulated In STHdhQ7/Q7 Vs STHdhQ111/Q111 Cells Upon Heat Shock GSE38001	6.348597e-01	8.142570e-01	0	0	9.462679e-01	4.299380e-01	TNFAIP8;BEX1;DOCK8;CRABP1;CCNF;SLC41A1;CRIP2;SLC2A3;RASIP1;TUBB5;RPL41;RPS9;WDR18;RPL22;KRT8;ZWINT;ETV5;CDC25A;TRAPPC6A;EEF1D;NCL;SERBP1;SPECC1L;TSR1;MAN2B1;FLYWCH1;EZH2
HDSigDB_Mouse_2021	Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 190401 Vs Untreated HSALR 20B Mice GSE38962	6.361129e-01	8.149870e-01	0	0	9.179833e-01	4.152766e-01	FAM189B;SPARC;WDR18;SERBP1;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In HdhQ111 Striatal Cells Vs HdhQ7 GSE98739	6.372163e-01	8.149870e-01	0	0	9.406718e-01	4.239101e-01	TNFAIP8;CRABP2;COG4;IGF2;RPL34-PS1;OSGEP;DHODH;H19;FAM189B;PDF;CBS;FTH1;VPS41;GRB10;PMP22;IGF2BP1;MAN2B1;HOXD4;FKBP9;MEST;TRIM67
HDSigDB_Mouse_2021	Changes In DNA Methylation In Parietal Lobe Of HD Vs Control GSE72778	6.372289e-01	8.149870e-01	0	0	9.936782e-01	4.477776e-01	DLK1
HDSigDB_Mouse_2021	Expression In Quadriceps Muscle Of Clcn1 Null Myotonic Dystrophy Mice (MOE430B Array) GSE14691	6.372289e-01	8.149870e-01	0	0	9.936782e-01	4.477776e-01	SERBP1
HDSigDB_Mouse_2021	Genes Up-Regulated In Ciliated Ependymal Cells Of HD Patients Vs Control PMID32681824	6.380296e-01	8.150387e-01	0	0	9.262251e-01	4.162184e-01	CCND3;FRMD5;ANXA2;UBB;AHNAK;EEF1D;NCL;NEDD4;GRB10;ANO10
HDSigDB_Mouse_2021	Genes Changed Upon DOC Treatment In HdhQ111 Striatal Cells GSE98739	6.381694e-01	8.150387e-01	0	0	9.144047e-01	4.107062e-01	DKC1;TSR1;MEST;ETV5
HDSigDB_Mouse_2021	Genes Changed In iSPNs Of R6/2 Vs WT PMID32681824	6.395510e-01	8.161223e-01	0	0	9.163977e-01	4.096196e-01	YWHAE;UBB;CCDC58;AIG1;CALM2;ZWINT
HDSigDB_Mouse_2021	Genes Up-Regulated In Pvalb/Th-expressing Interneurons Of zQ175DN Vs WT PMID32681824	6.403699e-01	8.161223e-01	0	0	9.851282e-01	4.390809e-01	CYTB
HDSigDB_Mouse_2021	HD Markers In Mouse BV2 Cells GSE54443	6.403699e-01	8.161223e-01	0	0	9.851282e-01	4.390809e-01	ARMC10
HDSigDB_Mouse_2021	Mouse Cerebellum Stellate And Basket Cell Markers PMID19013282	6.412404e-01	8.166570e-01	0	0	9.255507e-01	4.112693e-01	DRAP1;TRAPPC6A;ARG1;RPA3;RPL22;NDUFS4;HSPE1;CALM2;PRRT4;ZWINT;TRIM67
HDSigDB_Mouse_2021	Htt-N171-82Q Vs Htt-N171-19Q Changed Genes In Rat Striatal Neurons GSE1918	6.428795e-01	8.177889e-01	0	0	9.174042e-01	4.053073e-01	VIM;RAPGEF5
HDSigDB_Mouse_2021	Genes Up-Regulated In The Astrocytes Of R6/2 Mice Vs WT At 2 Month Old GSE124846	6.430359e-01	8.177889e-01	0	0	9.104379e-01	4.020082e-01	TNFAIP8;ANO10;FKBP9;CNNM3;CDC25A
HDSigDB_Mouse_2021	Genes Up-Regulated In R6/2 Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856	6.434838e-01	8.177889e-01	0	0	9.767232e-01	4.305967e-01	TLE4
HDSigDB_Mouse_2021	Genes Down-Regulated In Nortriptyline Treated STHdhQ111 Vs Control GSE129143	6.450159e-01	8.191612e-01	0	0	9.137105e-01	4.006440e-01	SPECC1L;SLC41A1
HDSigDB_Mouse_2021	HD-specific Set Of Genes (Cluster 3) PMID28499347	6.465709e-01	8.205606e-01	0	0	9.684594e-01	4.223184e-01	VEGFB
HDSigDB_Mouse_2021	Striatum Protein Module pM2 (Blue) PMID26900923	6.473427e-01	8.209648e-01	0	0	9.033051e-01	3.928288e-01	CSNK2A1;DCTPP1;SENP3;PDIA6
HDSigDB_Mouse_2021	Expression In Ctip2 Null Vs WT Mouse Striatum GSE9330	6.480786e-01	8.213229e-01	0	0	9.182351e-01	3.982783e-01	CNN2;TNFAIP8;PEG3;ARL6IP1;EEF1D;CRABP1;SERBP1;HSPE1;MEST;DLK1
HDSigDB_Mouse_2021	Changes In DNA Methylation In Caudate Nucleus Of HD Vs Control GSE72778	6.488568e-01	8.217341e-01	0	0	9.014806e-01	3.899293e-01	UBB;IGF2;KDR;CNNM3
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In Differentiated Human GABAergic Neurons GSE77558	6.513650e-01	8.233408e-01	0	0	9.028030e-01	3.870182e-01	RPS26;NEDD4
HDSigDB_Mouse_2021	Striatum RNA M2 Module (Blue) PMID26900923	6.518685e-01	8.233408e-01	0	0	9.194765e-01	3.934554e-01	CRABP2;AHNAK;MDK;DKC1;CCNF;SLC41A1;CRIP2;ESAM;CALM2;SENP3;UBQLN4;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Neurons Treated With ZFP-C Vs Control GSE127821	6.521445e-01	8.233408e-01	0	0	9.038284e-01	3.863769e-01	ANXA2;MDK;IGF2BP1;RPL13;CRIP2;PPIG
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Vs Control iPSCs After 80 D Of Differentiation GSE109534	6.526658e-01	8.233408e-01	0	0	9.523416e-01	4.063547e-01	KDR
HDSigDB_Mouse_2021	Genes Up-Regulated In NPCs After HTT Knock Down GSE118088	6.526658e-01	8.233408e-01	0	0	9.523416e-01	4.063547e-01	H19
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs Untreated HSALR 20B Mice GSE38962	6.534614e-01	8.233408e-01	0	0	8.992240e-01	3.825945e-01	CSRP3;AHNAK
HDSigDB_Mouse_2021	Astrocyte Gene Module From Human Brain PMID20616000	6.537626e-01	8.233408e-01	0	0	8.937824e-01	3.798673e-01	SPARC;AHNAK;CBS
HDSigDB_Mouse_2021	Expression In Cerebrum Of 27 Wk R6/1 HD Mice GSE3621	6.537626e-01	8.233408e-01	0	0	8.937824e-01	3.798673e-01	CRABP2;RPS20;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In Pizotifen Treated STHdhQ111 Vs Control GSE129143	6.546313e-01	8.238619e-01	0	0	9.013540e-01	3.818885e-01	FAM189B;NEDD4;COG4;IGF2BP1;FURIN;TMPO
HDSigDB_Mouse_2021	Htt Down-Regulated Genes In Mouse MEFs GSE11139	6.556740e-01	8.240555e-01	0	0	9.444809e-01	3.986575e-01	TUBB5
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs Control Ureter GSE22651	6.556952e-01	8.240555e-01	0	0	9.378758e-01	3.958392e-01	SPARC;AHNAK;DOCK8;CRIP2;FURIN;RASIP1;CDH5;CCND3;FTH1;UBQLN4;TLE4;ANXA2;PEG3;COG4;RPL22;IGF2;KRT8;VEGFB;COPZ1;RPS26;H19;TMEM54;EEF1D;NEDD4;VPS41;PMP22;ESAM;MAN2B1;HOXD4;VIM;FLYWCH1
HDSigDB_Mouse_2021	Cortex RNA M43 Module (Ivory) PMID26900923	6.586562e-01	8.267994e-01	0	0	9.367480e-01	3.911424e-01	CRIP2
HDSigDB_Mouse_2021	Genes Up-Regulated In Human Granule Cells Vs Basket Cells GSE101912	6.588833e-01	8.267994e-01	0	0	8.867331e-01	3.699529e-01	TNFAIP8;KRT18;NEDD4
HDSigDB_Mouse_2021	Microglia Genes Up-Regulated After Activation PMID15579277	6.593187e-01	8.267994e-01	0	0	8.928077e-01	3.718975e-01	RPA3;FURIN;CALM2;ETV5;OSGEP
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Fibroblasts Treated With ZFP-C Vs Control GSE127820	6.597047e-01	8.267994e-01	0	0	8.999595e-01	3.743499e-01	RPS26;ACTR2;NCL;WDR18;BTF3L4;MCMBP;FURIN
HDSigDB_Mouse_2021	Markers Of Arcuate Nucleus Of Medulla In Myelencephalon PMID22996553	6.616129e-01	8.276412e-01	0	0	9.291398e-01	3.838041e-01	KRT18
HDSigDB_Mouse_2021	PVALB Interneuron Gene Module From Human Brain PMID20616000	6.616129e-01	8.276412e-01	0	0	9.291398e-01	3.838041e-01	PEG3
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Mice At 20 Wk GSE98790	6.617474e-01	8.276412e-01	0	0	8.851833e-01	3.654669e-01	ANO10;MAN2B1
HDSigDB_Mouse_2021	Differentially Expressed Proteins In Striatum Of 10 Mon HD Q175 Mice Vs Q20 PXD006302	6.639499e-01	8.298228e-01	0	0	8.797918e-01	3.603175e-01	VIM;ACTB;DHODH
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE38962	6.666929e-01	8.324091e-01	0	0	8.801314e-01	3.568279e-01	TLE4;PEG3;AIG1;UBQLN4
HDSigDB_Mouse_2021	Genes Changed In Cerebellum Of Dox Treated FRDAkd Vs WT Mice At 12 Wk GSE98790	6.674500e-01	8.324091e-01	0	0	9.142857e-01	3.696373e-01	YWHAE
HDSigDB_Mouse_2021	Liver RNA M7 Module (Black) PMID26900923	6.674500e-01	8.324091e-01	0	0	9.142857e-01	3.696373e-01	SPECC1L
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Forebrain Of 11 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867	6.678578e-01	8.324091e-01	0	0	8.749330e-01	3.531930e-01	CSNK2A1;MYH7
HDSigDB_Mouse_2021	Genes Up-Regulated In dSPNs Of zQ175DN Vs WT PMID32681824	6.703309e-01	8.340983e-01	0	0	9.070341e-01	3.627989e-01	FRMD5
HDSigDB_Mouse_2021	Expression In Cerebellum Of 24 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177	6.706210e-01	8.340983e-01	0	0	8.707002e-01	3.478893e-01	SPECC1L;PRRT4;ZWINT
HDSigDB_Mouse_2021	Expression In Cortex Of 5 Mon R6/2 HD Mice GSE26317	6.710553e-01	8.340983e-01	0	0	8.749466e-01	3.490194e-01	TNFAIP8;CBS;CCDC58;CRIP2
HDSigDB_Mouse_2021	Macrophage Genes Up-Regulated After Activation PMID15579277	6.710553e-01	8.340983e-01	0	0	8.749466e-01	3.490194e-01	PEG3;NEDD4;ETV5;TMPO
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In iSPNs Of HD Mice Up PMID32681824	6.741816e-01	8.374094e-01	0	0	8.942562e-01	3.525657e-01	SPARC;PEG3;SLC2A1;GRB10;PMP22;CPOX;VIM;CYTB;DLK1
HDSigDB_Mouse_2021	Genes Changed In HD Neurons Treated With ZFP-C Vs Control GSE127821	6.748281e-01	8.376379e-01	0	0	9.050023e-01	3.559349e-01	RRM1;ANXA2;CRIP2;PDIA6;OSGEP;EEF1A1;UBB;MDK;SERBP1;NDUFS4;IGF2BP1;RPL13;PPIG
HDSigDB_Mouse_2021	Liver RNA M42 Module (Lightcyan1) PMID26900923	6.788258e-01	8.420230e-01	0	0	8.859487e-01	3.432083e-01	RPL22
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In NSCs GSE74201	6.804469e-01	8.434561e-01	0	0	8.574022e-01	3.301045e-01	HAND2;KRT8;RASIP1
HDSigDB_Mouse_2021	Young Astrocyte-Enriched Genes In Mouse Cortex PMID23954174	6.817714e-01	8.445198e-01	0	0	8.519016e-01	3.263302e-01	ARL6IP1;POLR2G
HDSigDB_Mouse_2021	Genes Down-Regulated In The Striatum Of zQ175 Neo- Mice Vs WT GSE123657	6.822699e-01	8.445597e-01	0	0	8.970959e-01	3.429867e-01	KRT18;CBS;FTH1;KRT8;PMP22;KDR;SLC41A1;CRIP2;CALM2;UBQLN4;ETV5;MYH7
HDSigDB_Mouse_2021	Htt Dependent Genes In Mouse MEFs GSE11139	6.837200e-01	8.454231e-01	0	0	8.487085e-01	3.226847e-01	CNN2;TUBB5
HDSigDB_Mouse_2021	Striatum RNA M20 Module (Royalblue) PMID26900923	6.841204e-01	8.454231e-01	0	0	8.662004e-01	3.288281e-01	CCDC58;MAN2B1;AIG1;CNNM3;ZWINT
