Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Autistic Brain Down-Regulated Interneuron Gene Module PMID21614001	3/438	7.707832e-01	9.999952e-01	0	0	7.384645e-01	1.922578e-01	DLG3;LPCAT4;ANXA6
HDSigDB_Mouse_2021	Genes Up-Regulated In NPCs After HTT Knock Down GSE118088	1/159	7.713193e-01	9.999952e-01	0	0	6.798783e-01	1.765323e-01	H19
HDSigDB_Mouse_2021	HD Down-Regulated Genes In Human Blood PMID29652574	3/440	7.734406e-01	9.999952e-01	0	0	7.350089e-01	1.888285e-01	EIF3L;DCAKD;FKBP4
HDSigDB_Mouse_2021	Genes Up-Regulated In Myotonic Dystrophy 1 Markers In Human Skeletal Muscle E-D-7014	19/2373	7.736858e-01	9.999952e-01	0	0	8.541953e-01	2.191775e-01	ATF2;COX7B;SPARC;NDUFA5;MDH1;RPL22;IGF2;HBA-A2;COX6C;GSPT1;AIMP1;TUBA1B;ZMYM2;NASP;PODXL;PCF11;EIF3L;SERBP1;ANAPC1
HDSigDB_Mouse_2021	Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933	9/1192	7.743943e-01	9.999952e-01	0	0	8.100326e-01	2.071043e-01	JAG2;SPARC;KRT18;ZMYM2;IFT140;CRIP2;ALDOA;RPS21;NUBP1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs Untreated HSALR 20B Mice GSE38962	2/306	7.752564e-01	9.999952e-01	0	0	7.053210e-01	1.795475e-01	ACTC1;NCL
HDSigDB_Mouse_2021	Striatum Protein Module pM9 (Magenta) PMID26900923	1/161	7.755412e-01	9.999952e-01	0	0	6.713115e-01	1.706435e-01	CNBP
HDSigDB_Mouse_2021	Mouse Cerebellum Granule Cell Markers PMID19013282	25/3069	7.757174e-01	9.999952e-01	0	0	8.663295e-01	2.200191e-01	DDX3X;CITED4;UBE2J1;DUSP14;ATP5B;TUBB5;ZMYM2;TCOF1;PPP2R1A;TMEM88;PCF11;ANXA6;UNC45A;TIGD5;NPM1;HSPA4;AIMP1;NASP;DLG3;DKC1;NCL;NEDD4;SERBP1;EXOC3L;ALDOA
HDSigDB_Mouse_2021	Genes Changed In Cerebellum Of 5 Week Old ATXN1[82Q] Vs WT GSE122099	5/701	7.768426e-01	9.999952e-01	0	0	7.673538e-01	1.937702e-01	GJA1;LARP1;PARP1;RHEB;LPCAT4
HDSigDB_Mouse_2021	Probable Astrocyte-Enriched Genes PMID18171944	21/2611	7.773827e-01	9.999952e-01	0	0	8.568728e-01	2.157799e-01	CAR2;HSPA8;SPARC;ANXA2;HSPA5;IGFBP2;ANXA5;A930005H10RIK;CRIP2;FAM149A;SOD1;SFRP1;GJA1;LGALS1;MDK;SUFU;ANXA6;1810010H24RIK;VIM;GAS5;SNX5
HDSigDB_Mouse_2021	Genes Down-Regulated In Mouse Spinal Cord Derived OPCs From P7 Vs E13.5 Mice PMID30078729	25/3076	7.795914e-01	9.999952e-01	0	0	8.639811e-01	2.151187e-01	SPARC;CRABP2;CRABP1;HBA-X;HBA-A2;CRIP2;THBS3;CDH5;GJA1;LGALS1;TMEM88;MDK;SUFU;KDR;JAG2;ANXA2;TCF15;IGFBP2;ANXA5;IGF2;MMP9;H19;SFRP1;ACTC1;VIM
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 3 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790	1/163	7.796855e-01	9.999952e-01	0	0	6.629562e-01	1.649864e-01	SERBP1
HDSigDB_Mouse_2021	HD Grade 2 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790	1/164	7.817290e-01	9.999952e-01	0	0	6.588555e-01	1.622413e-01	ACTB
HDSigDB_Mouse_2021	Liver RNA M42 Module (Lightcyan1) PMID26900923	1/164	7.817290e-01	9.999952e-01	0	0	6.588555e-01	1.622413e-01	RPL22
HDSigDB_Mouse_2021	Genes Enriched In Quiescent Vs Activated NSCs PMID29983386	3/448	7.838206e-01	9.999952e-01	0	0	7.214973e-01	1.757388e-01	GJA1;SLC2A1;ALDOA
HDSigDB_Mouse_2021	Bivalent H3K27me3 And H3K4me3-enriched Genes In MSNs Of Adult Mice PMID27526204	6/834	7.840397e-01	9.999952e-01	0	0	7.730011e-01	1.880678e-01	KCNK5;SFRP1;KDR;IGF2;ALX4;VIM
HDSigDB_Mouse_2021	Genes Up-Regulated In HDACi-4b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	3/449	7.850903e-01	9.999952e-01	0	0	7.198424e-01	1.741706e-01	EIF5A;SPARC;RPL8
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Vs Control iPSCs After 80 D Of Differentiation GSE109534	1/166	7.857597e-01	9.999952e-01	0	0	6.508031e-01	1.569114e-01	KDR
HDSigDB_Mouse_2021	Genes Changed In HD Vs Normal APCs GSE105041	13/1689	7.873199e-01	9.999952e-01	0	0	8.228307e-01	1.967558e-01	EIF5A;PLXND1;ANXA2;KRT8;MMP9;DUSP14;MYL7;KRT18;KDR;EXOC3L;ALDOA;PHLDA1;GAS5
HDSigDB_Mouse_2021	Genes Changed In HD71Q Vs Normal GSE124664	2/314	7.874051e-01	9.999952e-01	0	0	6.869541e-01	1.641905e-01	ANXA2;HSPA5
HDSigDB_Mouse_2021	Genes Up-Regulated By 3.2 Mg/Kg PDE10A Inhibitor In Striatum Of HdhQ175 Mice GSE89505	2/314	7.874051e-01	9.999952e-01	0	0	6.869541e-01	1.641905e-01	PHLDA1;DUSP14
HDSigDB_Mouse_2021	Genes Down-Regulated In dSPNs Of zQ175DN Vs WT PMID32681824	3/451	7.876113e-01	9.999952e-01	0	0	7.165549e-01	1.710779e-01	HSPA4;MDK;PKIG
HDSigDB_Mouse_2021	Genes Changed In Astrocytes Of HdhQ111 Vs HdhQ20 PMID32681824	1/167	7.877472e-01	9.999952e-01	0	0	6.468497e-01	1.543241e-01	NF1
HDSigDB_Mouse_2021	Up-regulated Genes In Pons Of YAC15Q Tg(hATXN3) Mice GSE117605	1/167	7.877472e-01	9.999952e-01	0	0	6.468497e-01	1.543241e-01	YKT6
HDSigDB_Mouse_2021	Up-regulated Proteins In Striatum Of 10 Mon HD Q175 Mice Vs Q20 PXD006302	1/167	7.877472e-01	9.999952e-01	0	0	6.468497e-01	1.543241e-01	VIM
HDSigDB_Mouse_2021	Proteins Depleted In HD Patient iPSC-derived Neurons Vs Control iPSC-derived Neurons PMID30768179	1/168	7.897164e-01	9.999952e-01	0	0	6.429436e-01	1.517871e-01	SLC2A1
HDSigDB_Mouse_2021	Genes Changed In The Astrocytes Of R6/2 Mice Vs WT At 3 Month Old GSE124846	33/4011	7.904345e-01	9.999952e-01	0	0	8.701068e-01	2.046252e-01	PLVAP;RARG;SPARC;PLXND1;CRABP2;CRABP1;CRIP2;1110002L01RIK;MKI67;DUSP14;THBS3;ATP5B;GJA1;PPP2R1A;G3BP1;RRP15;CCT5;UNC45A;CCT3;1810058I24RIK;CAR2;CCT2;TIGD5;HSPA5;RPL22;EEF1A1;LPCAT4;FASN;1810010H24RIK;VIM;1700030K09RIK;FKBP4;CRYAB
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Skeletal Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE24920	18/2284	7.905812e-01	9.999952e-01	0	0	8.398111e-01	1.973446e-01	EIF5A;DDX3X;PARP1;MDH1;HSPA4;CITED4;1110002L01RIK;SOD1;LARP1;ZMYM2;ACTC1;TCOF1;DKC1;G3BP1;1810010H24RIK;1700030K09RIK;FKBP4;EIF4G2
HDSigDB_Mouse_2021	CA1 Overexpressed Genes Compared To CA3 Newrzella PMID17937787	3/455	7.925803e-01	9.999952e-01	0	0	7.100670e-01	1.650632e-01	ALAS2;RPS8;CRIP2
HDSigDB_Mouse_2021	Coexpressed Gene Module M15 From Mouse Brain PMID20616000	6/844	7.934529e-01	9.999952e-01	0	0	7.633745e-01	1.766152e-01	AIMP1;TIGD5;MDH1;PODXL;NCL;PHLDA1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs Untreated HSALR 20B Mice GSE38962	2/319	7.947030e-01	9.999952e-01	0	0	6.759455e-01	1.553233e-01	CHEK2;PKIG
HDSigDB_Mouse_2021	Genes Changed In HDACi 4B Treated Vs Untreated Healthy Donor Blood Cells GSE30933	10/1339	7.947961e-01	9.999952e-01	0	0	7.994517e-01	1.836098e-01	JAG2;CCT3;TUBA1B;SPARC;ZMYM2;HSPA4;CITED4;CRIP2;RPS21;DUSP14
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs BG01 Cell Line GSE22651	20/2526	7.954693e-01	9.999952e-01	0	0	8.423686e-01	1.927533e-01	JAG2;CAR2;CCT2;RPL32;ANXA2;IGFBP2;ANXA5;KRT8;HBA-A2;CRIP2;MMP9;ACTB;RPS26;DLG3;DKC1;FASN;ANXA6;1810010H24RIK;PHLDA1;ANAPC1
HDSigDB_Mouse_2021	Genes Down-Regulated In Cerebellum Of 5 Week Old ATXN1[82Q] Vs WT GSE122099	4/591	7.966315e-01	9.999952e-01	0	0	7.279576e-01	1.655107e-01	LARP1;PARP1;RHEB;LPCAT4
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In Fragile X Syndrome iPSCs Vs Fibroblasts GSE21348	10/1342	7.970351e-01	9.999952e-01	0	0	7.975217e-01	1.809230e-01	SH3GLB1;LGALS1;GUK1;FTH1;NEDD4;ANXA6;VIM;PKIG;CRYAB;DUSP14
HDSigDB_Mouse_2021	Coexpressed Gene Module M11A From Cerebral Cortex PMID18849986	1/172	7.974129e-01	9.999952e-01	0	0	6.277762e-01	1.421176e-01	ZMYM2
HDSigDB_Mouse_2021	Genes Down-Regulated In The Astrocytes Of R6/2 Mice Vs WT At 3 Month Old GSE124846	18/2296	7.977254e-01	9.999952e-01	0	0	8.348160e-01	1.886608e-01	1810058I24RIK;CAR2;PLVAP;RARG;SPARC;PLXND1;CRABP2;RPL22;CRABP1;CRIP2;MKI67;DUSP14;THBS3;GJA1;LPCAT4;FASN;VIM;CRYAB
HDSigDB_Mouse_2021	Genes Changed In Medulla Of 28 Week Old Atxn 1 154Q/2Q KI Mice Treated With ASO Vs Vehicle GSE114674	8/1101	8.000791e-01	9.999952e-01	0	0	7.786326e-01	1.736699e-01	SH3GLB1;CAR2;GJA1;SPARC;CITED1;ANXA5;1810010H24RIK;THBS3
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Hippocampus Of 20 Wk N171-82Q HD Mice GSE44306	1/175	8.030009e-01	9.999952e-01	0	0	6.168582e-01	1.353384e-01	THBS3
HDSigDB_Mouse_2021	Genes Up-Regulated In Vehicle Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	3/464	8.034098e-01	9.999952e-01	0	0	6.958809e-01	1.523216e-01	EIF5A;LGALS1;NUBP1
HDSigDB_Mouse_2021	Genes Changed In Brain Vs Spinal Cord Derived OPCs From E13.5 Mouse Embryos PMID30078729	14/1833	8.037863e-01	9.999952e-01	0	0	8.147916e-01	1.779682e-01	JAG2;CAR2;TCF15;CITED1;IGF2;MKI67;DUSP14;EEF1A1;CDH5;H19;SFRP1;TUBA1B;KDR;ALX4
HDSigDB_Mouse_2021	Differentially Expressed Genes In Control NPCs Vs HD NPCs GSE93767	34/4155	8.046518e-01	9.999952e-01	0	0	8.632694e-01	1.876279e-01	KCNK5;DDX3X;CRABP2;RPL32;RPLP1;CRABP1;CITED4;RPLP0;SLC2A1;HBA-A2;CRIP2;RPL8;MKI67;FAM149A;NUBP1;THBS3;GJA1;LGALS1;PODXL;MDK;PHLDA1;SNX5;EIF5A;UNC45A;ANXA2;TCF15;MMP9;RPS26;SFRP1;ACTC1;NASP;NEDD4;RPL26;1700030K09RIK
HDSigDB_Mouse_2021	Cortex RNA M24 Module (Darkgrey) PMID26900923	2/327	8.059221e-01	9.999952e-01	0	0	6.590363e-01	1.421991e-01	SPARC;CRABP1
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of 10 Mon HD Q140 Mice Vs Q20 GSE78270	4/600	8.061466e-01	9.999952e-01	0	0	7.166294e-01	1.544262e-01	SH3GLB1;ZMYM2;NCL;POLE
HDSigDB_Mouse_2021	Down-regulated Genes In Brown Adipose Tissue Of HD Q175 Mice PMID26900923	7/985	8.069284e-01	9.999952e-01	0	0	7.617645e-01	1.634140e-01	H19;SFRP1;ACTC1;CITED4;CRYAB;MMP9;THBS3
HDSigDB_Mouse_2021	Striatum RNA M23 Module (Darkturquoise) PMID26900923	1/179	8.102137e-01	9.999952e-01	0	0	6.028735e-01	1.268790e-01	HSPE1
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of 6 Mon HdhQ111 Vs HdhQ20 PMID32681824	6/863	8.104759e-01	9.999952e-01	0	0	7.457029e-01	1.566973e-01	SH3GLB1;GJA1;SPARC;CITED1;SLC2A1;CYTB
HDSigDB_Mouse_2021	Genes Common In Human And Mouse Microglia PMID28671693	5/735	8.106324e-01	9.999952e-01	0	0	7.303130e-01	1.533223e-01	BTBD19;PLVAP;CHEK2;MMP9;FAM149A
HDSigDB_Mouse_2021	Genes Up-Regulated In Myotonic Dystrophy 2 Markers In Human Skeletal Muscle E-D-7014	21/2671	8.110136e-01	9.999952e-01	0	0	8.345549e-01	1.748146e-01	NAA50;ATF2;COX7B;SPARC;NDUFA5;MDH1;RPL22;HBA-A2;COX6C;GSPT1;AIMP1;ZMYM2;NASP;PODXL;PCF11;EIF3L;NCL;NEDD4;SERBP1;NF1;ANAPC1
HDSigDB_Mouse_2021	Genes Changed In HDACi 106 Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933	22/2788	8.111900e-01	9.999952e-01	0	0	8.371049e-01	1.751666e-01	JAG2;TIGD5;PLXND1;ANXA2;PARP1;RPLP1;ANXA5;CITED4;CRIP2;MMP9;ACTB;NUBP1;DUSP14;TUBA1B;LGALS1;ZMYM2;FASN;SERBP1;RPL26;ALDOA;RPS21;SNX5
HDSigDB_Mouse_2021	Mouse Astrocyte Markers PMID30811995	2/331	8.113257e-01	9.999952e-01	0	0	6.508901e-01	1.360918e-01	GJA1;RRP15
HDSigDB_Mouse_2021	Genes Down-Regulated In Corticostriatal Projection Neurons Of R6/2 Vs WT PMID32681824	7/991	8.118394e-01	9.999952e-01	0	0	7.568784e-01	1.577734e-01	NAA50;RPS14;PCF11;LPCAT4;CRIP2;PHLDA1;DUSP14
HDSigDB_Mouse_2021	Genes Down-Regulated In Striatal Cholinergic Interneurons Of HdhQ111 Vs HdhQ20 PMID32681824	8/1116	8.118731e-01	9.999952e-01	0	0	7.674762e-01	1.599506e-01	RARG;TUBB5;DDX3X;HSPA5;PCF11;NEDD4;SERBP1;DUSP14
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Neurons Treated With ZFP-A Vs Control GSE127821	1/180	8.119755e-01	9.999952e-01	0	0	5.994749e-01	1.248617e-01	IFT140
HDSigDB_Mouse_2021	Genes Down-Regulated In Baseline Differences In PC12 Htt-Q74 Vs PC12 Htt-Q23 Cells PMID28499347	8/1117	8.126404e-01	9.999952e-01	0	0	7.667432e-01	1.590736e-01	SPARC;KRT18;ANXA2;C1QBP;ANXA5;KRT8;ALDOA;YKT6
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In SIVF017 Line NSCs Vs ESCs GSE34201	36/4402	8.133494e-01	9.999952e-01	0	0	8.607669e-01	1.778297e-01	COX7B;SPARC;DDX3X;RPL32;CITED1;CRABP1;CRIP2;SPPL3;ACTB;UBE2J1;DUSP14;THBS3;TUBA1B;LGALS1;MDK;GUK1;FTH1;ANXA6;PHLDA1;NAA50;CAR2;ANXA2;HSPA5;IFT140;RPL23;CNBP;IGFBP2;MMP9;EIF3L;NEDD4;UNC50;1810010H24RIK;RPL26;VIM;PKIG;EIF4G2
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 72 H GSE56185	10/1365	8.136164e-01	9.999952e-01	0	0	7.830089e-01	1.615084e-01	ATF2;NPM1;NASP;RHEB;PCF11;NCL;ANXA5;GSPT1;NUBP1;UBE2J1
HDSigDB_Mouse_2021	Genes Changed In HDACi 106 Vs Vehicle Treated Healthy Donor Blood Cells GSE30933	28/3491	8.151995e-01	9.999952e-01	0	0	8.475755e-01	1.731786e-01	PLVAP;DDX3X;RPLP1;HBA-A2;CRIP2;DUSP14;STIP1;TUBA1B;ZMYM2;PPP2R1A;C1QBP;SNX5;RRP15;JAG2;UNC45A;MBD3;CAR2;HSPA8;ANXA2;MDH1;DCAKD;HSPE1;MMP9;KRT18;FASN;NEDD4;RPL26;RPS21
HDSigDB_Mouse_2021	Genes Down-Regulated In Corpus Callosum Of BN Vs BACHD Mice PMID31015293	2/334	8.152905e-01	9.999952e-01	0	0	6.449093e-01	1.316974e-01	RNASEH2C;LPCAT4
HDSigDB_Mouse_2021	Caudate Nucleus Coexpressed Gene Module PMID17101986	1/182	8.154505e-01	9.999952e-01	0	0	5.927905e-01	1.209379e-01	DUSP14
HDSigDB_Mouse_2021	Definite Astrocyte-Enriched Genes PMID18171944	1/182	8.154505e-01	9.999952e-01	0	0	5.927905e-01	1.209379e-01	GJA1
HDSigDB_Mouse_2021	Genes Changed In iSPNs Of 6 Mon HdhQ50 Vs HdhQ20 PMID32681824	1/182	8.154505e-01	9.999952e-01	0	0	5.927905e-01	1.209379e-01	DCAKD
HDSigDB_Mouse_2021	Genes Up-Regulated In CAG Length-Dependent Proteins In 6 Mon Mouse Striatum PMID26900923	5/742	8.170630e-01	9.999952e-01	0	0	7.231112e-01	1.460967e-01	NPM1;RPL23;SERBP1;ANXA5;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs Mel1 P52 Cell Line GSE22651	14/1855	8.174069e-01	9.999952e-01	0	0	8.040707e-01	1.621154e-01	NAA50;UNC45A;CCT3;NDUFA5;HSPA4;RPL23;CNBP;BCCIP;RPS26;MED11;DLG3;NEDD4;SNORD34;ANAPC1
HDSigDB_Mouse_2021	Coexpressed Gene Module M15 From Human Brain PMID20616000	2/338	8.204616e-01	9.999952e-01	0	0	6.371010e-01	1.260747e-01	BCCIP;SLC2A1
HDSigDB_Mouse_2021	Genes Down-Regulated In Htt-N171-82Q Changed Genes In Rat Striatal Neurons GSE1918	2/339	8.217341e-01	9.999952e-01	0	0	6.351779e-01	1.247098e-01	SPARC;NEDD4
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Grade 4 Markers In Human Caudate Nucleus (HG-U133B) GSE3790	1/186	8.222098e-01	9.999952e-01	0	0	5.798553e-01	1.135123e-01	LPCAT4
HDSigDB_Mouse_2021	Markers Of Midbrain Raphe Nuclei In Mesencephalon PMID22996553	1/187	8.238608e-01	9.999952e-01	0	0	5.767084e-01	1.117394e-01	CITED1
HDSigDB_Mouse_2021	Amyotrophic Lateral Sclerosis Markers In Human Cervical Cord GSE26927	4/618	8.240987e-01	9.999952e-01	0	0	6.949692e-01	1.344522e-01	CAR2;BCCIP;RPS21;CCT5
HDSigDB_Mouse_2021	Genes Up-Regulated In Foxp2/Olfm3-expressing Neurons Of HD Patients Vs Control PMID32681824	13/1746	8.242354e-01	9.999952e-01	0	0	7.932666e-01	1.533377e-01	CAR2;ATF2;HSP90AB1;HSPA4;DCAKD;SPPL3;LARP1;NASP;EIF3L;G3BP1;ANXA6;NF1;POLE
HDSigDB_Mouse_2021	Liver RNA M13 Module (Salmon) PMID26900923	5/751	8.250747e-01	9.999952e-01	0	0	7.140504e-01	1.372986e-01	PPP2R1A;IFT140;1810010H24RIK;1700030K09RIK;POLE
HDSigDB_Mouse_2021	Genes Up-Regulated In CAG Length-Dependent Genes In 6 Mon Mouse Striatum PMID26900923	29/3632	8.269816e-01	9.999952e-01	0	0	8.419095e-01	1.599399e-01	RNASEH2C;CITED1;SPPL3;UBE2J1;ATP5B;MED11;TUBA1B;TUBB5;TCOF1;PPP2R1A;ANXA6;POLE;CCT5;UNC45A;HSPA8;CCT2;TIGD5;DCAKD;ANXA5;EEF1A1;DLG3;NEDD4;SERBP1;NF1;EXOC3L;FKBP4;GAS5;EIF4G2;ANAPC1
HDSigDB_Mouse_2021	Genes Down-Regulated In dSPNs Of zQ175DN Vs HdhQ20 PMID32681824	5/754	8.276820e-01	9.999952e-01	0	0	7.110785e-01	1.344836e-01	NAA50;PARP1;LPCAT4;CRIP2;DUSP14
HDSigDB_Mouse_2021	Genes Up-Regulated In Non-Induced PC12 Cells Vs Induced Q74 PC12 Cells Both Treated With Vehicle GSE119557	5/755	8.285441e-01	9.999952e-01	0	0	7.100931e-01	1.335580e-01	KRT18;PLXND1;RHEB;KRT8;SLC2A1
HDSigDB_Mouse_2021	Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs Untreated HSALR 20B Mice GSE38962	4/623	8.288367e-01	9.999952e-01	0	0	6.891761e-01	1.293805e-01	ACTC1;CHEK2;NCL;PKIG
HDSigDB_Mouse_2021	Genes Up-Regulated In HDACi-106 Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	13/1754	8.290178e-01	9.999952e-01	0	0	7.892721e-01	1.479993e-01	EIF5A;SPARC;ANXA2;HSPE1;MMP9;NUBP1;LGALS1;LPCAT4;FASN;RPL26;FKBP4;RPS21;POLE
HDSigDB_Mouse_2021	Genes Up-Regulated In Oligodendrocytes Of HD Patients Vs Control PMID32681824	2/347	8.316272e-01	9.999952e-01	0	0	6.201943e-01	1.143458e-01	STIP1;CYTB
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs IPSY2-1MSC-Ips1 Cell Line GSE22651	20/2597	8.332099e-01	9.999952e-01	0	0	8.158002e-01	1.488588e-01	NAA50;UNC45A;CCT3;RPL41;HSPA4;RPL23;HBA-X;BCCIP;HSPE1;WDR89;PHB2;SOD1;RPS26;MED11;DLG3;ANXA6;FKBP4;ANAPC1;RRP15;CCT5
HDSigDB_Mouse_2021	HD Markers In Mouse BV2 Cells GSE54443	1/193	8.334515e-01	9.999952e-01	0	0	5.585155e-01	1.017502e-01	HBA-A2
HDSigDB_Mouse_2021	Up-regulated Genes In Pons Of ATXN3-KI HET Mice GSE117605	1/193	8.334515e-01	9.999952e-01	0	0	5.585155e-01	1.017502e-01	YKT6
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In HD180i.5 NSCs From HD Patient Vs NSCs From Healthy Controls GSE37517	16/2128	8.362991e-01	9.999952e-01	0	0	7.983405e-01	1.427185e-01	PLVAP;SPARC;DDX3X;PLXND1;ANXA2;IGF2;CRIP2;MMP9;FAM149A;LGALS1;TMEM88;NEDD4;ANXA6;VIM;FKBP4;PKIG
HDSigDB_Mouse_2021	Differentially Spliced Genes Between Autism Samples And Controls PMID21614001	1/195	8.365315e-01	9.999952e-01	0	0	5.527013e-01	9.865223e-02	SH3GLB1
HDSigDB_Mouse_2021	Expression In NSCs Lines HD180i.5 And HD60i.4 From HD Patients GSE37517	21/2724	8.376568e-01	9.999952e-01	0	0	8.156649e-01	1.444924e-01	PLVAP;RARG;DDX3X;PLXND1;CRABP2;CITED1;IGFBP2;KRT8;FAM149A;DUSP14;SOD1;RPS26;H19;SFRP1;GJA1;ACTC1;TMEM88;LPCAT4;KDR;PKIG;CRYAB
HDSigDB_Mouse_2021	Genes Changed In Foxp2/Olfm3-expressing Neurons Of zQ175DN Vs WT PMID32681824	4/633	8.379975e-01	9.999952e-01	0	0	6.778661e-01	1.198062e-01	MDH1;NF1;PKIG;ACTB
HDSigDB_Mouse_2021	Genes Changed In Trichostatin A Treated STHdhQ111 Vs Control GSE129143	8/1152	8.380303e-01	9.999952e-01	0	0	7.418945e-01	1.310935e-01	RARG;ANXA2;LPCAT4;ANXA5;KDR;IGF2;VIM;CRYAB
HDSigDB_Mouse_2021	Genes Down-Regulated In Neuro2a Htt72Q-i Vs Htt25Q-ni PMID28743452	23/2966	8.409366e-01	9.999952e-01	0	0	8.190379e-01	1.418893e-01	NAA50;DDX3X;MDH1;HSPA4;IFT140;CNBP;CRIP2;MKI67;GSPT1;THBS3;LARP1;TCOF1;NASP;DKC1;MDK;PCF11;EIF3L;FASN;NCL;NEDD4;G3BP1;POLE;EIF4G2
HDSigDB_Mouse_2021	Genes Up-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 96 H Of Induction PMID28499347	2/355	8.410253e-01	9.999952e-01	0	0	6.058899e-01	1.048998e-01	SPARC;CRYAB
HDSigDB_Mouse_2021	Up-regulated Genes In Skin Of HD Q175 Mice PMID26900923	8/1157	8.414289e-01	9.999952e-01	0	0	7.384682e-01	1.274993e-01	JAG2;RARG;DLG3;ANXA2;PARP1;PPP2R1A;IFT140;CRIP2
HDSigDB_Mouse_2021	Genes Down-Regulated In Striatum Of R6/2 Vs WT Mice GSE109416	17/2259	8.421917e-01	9.999952e-01	0	0	7.979349e-01	1.370434e-01	CAR2;BTBD19;SPARC;PLXND1;PARP1;HBA-A2;CRIP2;MKI67;ACTB;DUSP14;THBS3;GJA1;LPCAT4;CYTB;TXNL4A;PHLDA1;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated By 3.2 Mg/Kg PDE10A Inhibitor In Cortex Of HdhQ175 Mice GSE89505	1/199	8.425227e-01	9.999952e-01	0	0	5.414252e-01	9.277576e-02	MYL7
HDSigDB_Mouse_2021	Up-regulated Genes In Pons Of YAC84Q Tg(hATXN3) Mice GSE117605	1/199	8.425227e-01	9.999952e-01	0	0	5.414252e-01	9.277576e-02	THBS3
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Friedreich Ataxia iPSCs-derived Neurons Vs iPSCs GSE65399	20/2617	8.428794e-01	9.999952e-01	0	0	8.085784e-01	1.382114e-01	ATF2;SPARC;RPL3;HSPA5;CITED1;DCAKD;CRABP1;IGFBP2;CRIP2;ACTB;UBE2J1;THBS3;H19;TUBA1B;ACTC1;GUK1;ANXA6;VIM;PHLDA1;EIF4G2
HDSigDB_Mouse_2021	Genes Down-Regulated In dSPNs Of HdhQ170 Vs HdhQ20 PMID32681824	4/639	8.432961e-01	9.999952e-01	0	0	6.712511e-01	1.144061e-01	NAA50;LPCAT4;CRIP2;DUSP14
HDSigDB_Mouse_2021	Differentially Expressed Genes In White Adipose Intestinal Tissue Of HD Q175 Mice PMID26900923	2/357	8.432998e-01	9.999952e-01	0	0	6.024145e-01	1.026711e-01	KRT18;RASIP1
HDSigDB_Mouse_2021	Interneuron-enriched Genes PMID25700174	2/358	8.444260e-01	9.999952e-01	0	0	6.006914e-01	1.015758e-01	COX7B;CRABP1
HDSigDB_Mouse_2021	Yellow Module Eigengene Expression Profile Across Striatal Astrocytes Of R6/2 And Q175 Mice PMID31619545	5/775	8.450685e-01	9.999952e-01	0	0	6.909236e-01	1.163084e-01	CRABP2;LPCAT4;CRABP1;PKIG;DUSP14
HDSigDB_Mouse_2021	Mouse Cerebellum Mature Oligodendrocyte And Progenitor Cell Markers PMID19013282	24/3093	8.453336e-01	9.999952e-01	0	0	8.185239e-01	1.375316e-01	SH3GLB1;1810058I24RIK;CAR2;RNASEH2C;BTBD19;RARG;CITED1;DCAKD;RPL22;POMP;HSPE1;MKI67;FAM149A;NUBP1;UBE2J1;THBS3;RPS15;0610012G03RIK;1810010H24RIK;PHLDA1;RPS21;CRYAB;SNX5;RRP15
