,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1267,HDSigDB_Mouse_2021,Cortex RNA M20 Module (Royalblue) PMID26900923,2/283,0.6328407470117344,0.9011932320105625,0,0,0.9347249755188805,0.427670768514834,PRRT4;CNNM3
1268,HDSigDB_Mouse_2021,Down-regulated Genes In Hypothalamus/Thalamus Of HD Q175 Mice PMID26900923,2/283,0.6328407470117344,0.9011932320105625,0,0,0.9347249755188805,0.427670768514834,FTH1;PMP22
1269,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs HMSC-ad Cell Line GSE22651,30/4142,0.6330508545940337,0.9011932320105625,0,0,0.948865646203814,0.4338256633170711,SPARC;AHNAK;FURIN;CRIP2;RASIP1;ACTB;CNN2;CDH5;CCND3;FTH1;ANO10;MEST;ANXA2;COG4;RPL22;IGF2;VEGFB;COPZ1;RPS26;DRAP1;H19;FAM189B;TMEM54;HAND2;NEDD4;VPS41;PMP22;MAN2B1;FKBP9;VIM
1270,HDSigDB_Mouse_2021,Genes Changed In HDACi 106 Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933,20/2788,0.6333139517477141,0.9011932320105625,0,0,0.9421193134183472,0.4303497442081758,RRM1;ANXA2;RPLP1;CCNF;CPOX;SLC2A3;CRIP2;PDIA6;ACTB;ETV5;ARMC10;SLC25A19;CBS;RPA3;SERBP1;PMP22;MAN2B1;FLYWCH1;RPS21;EZH2
1271,HDSigDB_Mouse_2021,CAG Length-Dependent Genes In 2 Mon Mouse Striatum PMID26900923,1/132,0.6334726583928469,0.9011932320105625,0,0,1.0034605597964377,0.4581183183233571,MDK
1272,HDSigDB_Mouse_2021,Genes Up-Regulated In Cerebellum Of 29 Week Old fxSCA7 92Q Mice Vs WT GSE139090,1/132,0.6334726583928469,0.9011932320105625,0,0,1.0034605597964377,0.4581183183233571,MAN2B1
1273,HDSigDB_Mouse_2021,Expression In Striatum Of P62 KO; R6/2 HD Mice Vs P62 KO Mice GSE62210,4/575,0.6345866120121594,0.9012690347786886,0,0,0.918689016762572,0.4178027661280741,BEX1;PMP22;CRIP2;VIM
1274,HDSigDB_Mouse_2021,Genes Up-Regulated In Myotonic Dystrophy 2 Markers In Human Quadriceps Muscles GSE47968,7/1000,0.6348312261320156,0.9012690347786886,0,0,0.9230726194472418,0.4194405992495226,TLE4;ACTC1;AHNAK;ANXA2;VPS41;SENP3;EZH2
1275,HDSigDB_Mouse_2021,Genes Up-Regulated In Influence Of Hsp90 Inhibitor On Expression In R6/2 HD Mice GSE29681,3/431,0.6350189333945923,0.9012690347786886,0,0,0.919787193735792,0.4176757916079932,BTF3L4;RPL13;HSPE1
1276,HDSigDB_Mouse_2021,Microglia-enriched Genes PMID25700174,3/432,0.6365785399111993,0.9027750475952872,0,0,0.9175959175959176,0.4144298794158441,DOCK8;RPLP1;MAN2B1
1277,HDSigDB_Mouse_2021,Locuses With Decreased DNA Methylation In Frontal Lobe Region Of AD Vs Control GSE72778,3/433,0.6381335497222387,0.9042721897863648,0,0,0.9154148334380892,0.411211384514163,AHNAK;SLC2A3;CRIP2
1278,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 7 D GSE56185,29/4020,0.6404833880086014,0.9060440274146624,0,0,0.9445062866860272,0.4208078636616162,RPL4;SPARC;AHNAK;ARL6IP1;BTF3L4;ACTB;TUBB5;ACTR2;RRM1;ANXA2;PEG3;ARG1;CCDC58;PDIA6;COPZ1;ZWINT;ETV5;EEF1A1;KRT18;ARMC10;NCL;PMP22;TSR1;MAN2B1;PPIG;VIM;PFN1;CALM2;EZH2
1279,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs BG01 Cell Line GSE22651,18/2526,0.6406034103061216,0.9060440274146624,0,0,0.9357664496168652,0.4167386458138921,YWHAE;BEX1;ARL6IP1;ANXA2;KRT8;CRIP2;ACTB;COPZ1;ETV5;DLK1;RPS26;FRMD5;UBB;DKC1;ZNHIT3;VPS41;PMP22;ANO10
1280,HDSigDB_Mouse_2021,Down-regulated Proteins In The Cortex Of R6/2 Vs WT PXD008099,1/135,0.6417666897840795,0.9060440274146624,0,0,0.9808457711442786,0.4350349690942318,CRIP2
1281,HDSigDB_Mouse_2021,Up-regulated Genes In The Heart Of Dox Treated FRDAkd Mice At 20 Wk GSE98790,1/135,0.6417666897840795,0.9060440274146624,0,0,0.9808457711442786,0.4350349690942318,MAN2B1
1282,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Striatum From 10 Wk HdhQ111 HD Mice GSE19780,2/288,0.6423428342573216,0.9060440274146624,0,0,0.9181489651288308,0.4064031301136044,SERBP1;ZWINT
1283,HDSigDB_Mouse_2021,Differentially Expressed Soluble Proteins In Hippocampus Of 12 Wk R6/2 Mice PXD004973,3/437,0.644307549954588,0.9060440274146624,0,0,0.9067910075974592,0.3986063793902664,BEX1;EEF1D;HSPE1
1284,HDSigDB_Mouse_2021,Genes Changed In HD Vs Control iPSCs Before Differentiation GSE109534,1/136,0.6444897217133698,0.9060440274146624,0,0,0.9735308641975308,0.427668608234572,EIF5A
1285,HDSigDB_Mouse_2021,Locuses With Decreased DNA Methylation In Parietal Lobe Of HD Vs Control GSE72778,1/136,0.6444897217133698,0.9060440274146624,0,0,0.9735308641975308,0.427668608234572,DLK1
1286,HDSigDB_Mouse_2021,Mouse Forebrain Cholinergic Neuron Markers PMID19013282,8/1150,0.644682263169254,0.9060440274146624,0,0,0.9164145836650216,0.4023038933780703,CRABP2;RPA3;TSPAN18;CRABP1;HSPE1;CALM2;MEST;CDC25A
1287,HDSigDB_Mouse_2021,Locuses With Increased DNA Methylation In Caudate Nucleus Of HD Vs Control GSE72778,4/583,0.6453714559746527,0.9060440274146624,0,0,0.905619588077027,0.3965972863597454,UBB;KDR;IGF2;CNNM3
1288,HDSigDB_Mouse_2021,Genes Changed In Loxapine Treated STHdhQ111 Vs Control GSE129143,17/2397,0.6460678545045989,0.9060440274146624,0,0,0.931183368869936,0.4067881463578374,TLE4;EIF5A;SLC2A1;FURIN;AIG1;PDIA6;ZWINT;ETV5;EEF1A1;FRMD5;KRT18;ARMC10;NEDD4;SPECC1L;VPS41;TSR1;TMPO
1289,HDSigDB_Mouse_2021,Cortex RNA M43 Module (Ivory) PMID26900923,1/137,0.6471921911685143,0.9060440274146624,0,0,0.9663235294117648,0.4204589431131916,CRIP2
1290,HDSigDB_Mouse_2021,Genes Up-Regulated In iSPNs Of zQ175DN Vs WT PMID32681824,1/137,0.6471921911685143,0.9060440274146624,0,0,0.9663235294117648,0.4204589431131916,FRMD5
1291,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of 12 Week Old ATXN1[82Q] Vs WT GSE122099,10/1433,0.6479306267053886,0.9060440274146624,0,0,0.91834751274652,0.3985367816279512,EEF1A1;FAM189B;FRMD5;MDK;PRDX1;GRB10;CALM2;ZWINT;ETV5;MYH7
1292,HDSigDB_Mouse_2021,Genes Down-Regulated In Cerebellum Of 29 Week Old fxSCA7 92Q Mice Vs WT GSE139090,2/291,0.6479512681728418,0.9060440274146624,0,0,0.9084786697940131,0.394225042185802,CALM2;ETV5
1293,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs SC31-MSC Cell Line GSE22651,31/4304,0.6482340318511344,0.9060440274146624,0,0,0.9416803182775568,0.4082217021478754,TNFAIP8;SPARC;BEX1;AHNAK;FURIN;CRIP2;ACTB;CNN2;CCND3;UBB;FTH1;ANO10;MEST;ACTR2;ANXA2;VEGFB;PDIA6;COPZ1;ETV5;RPS26;DRAP1;FAM189B;FRMD5;TMEM54;NEDD4;VPS41;PMP22;MAN2B1;FLYWCH1;FKBP9;VIM
1294,HDSigDB_Mouse_2021,Genes Down-Regulated In Sst/Npy-expressing Interneurons Of HD Patients Vs Control PMID32681824,34/4709,0.6483282281014953,0.9060440274146624,0,0,0.9432167832167832,0.4087507142005989,RPL4;YWHAE;COX7B;BEX1;BTF3L4;RPL8;ACTB;OSGEP;TUBB5;UBB;FTH1;PRDX1;G3BP1;GRB10;ANO10;MCMBP;MEST;TRIM67;TLE4;ACTR2;RPL41;CSNK2A1;AIG1;COX6C;PDIA6;FAM189B;ARMC10;NDUFS4;VPS41;RPS20;FLYWCH1;PPIG;RPL29;CALM2
1295,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Cortex Of 5 Mon R6/2 HD Mice GSE26317,3/440,0.6488896209590377,0.9060440274146624,0,0,0.9004267425320057,0.3894279500852992,TNFAIP8;CBS;CRIP2
1296,HDSigDB_Mouse_2021,HD Down-Regulated Genes In Human Blood PMID29652574,3/440,0.6488896209590377,0.9060440274146624,0,0,0.9004267425320057,0.3894279500852992,TRAPPC6A;WDR18;VEGFB
1297,HDSigDB_Mouse_2021,Markers Of Trochlear Nucleus In Mesencephalon PMID22996553,2/292,0.6498053269306749,0.9066236109949556,0,0,0.9052996991437168,0.3902588195157696,FAM189B;ANXA2
1298,HDSigDB_Mouse_2021,Genes Enriched In Irradiated Vs Control NSCs PMID29983386,3/441,0.6504077388595512,0.9067655235370649,0,0,0.8983246945575712,0.3864195975933699,RPL22;VPS41;RPS20
1299,HDSigDB_Mouse_2021,Astrocyte Gene Module From Human Brain PMID20616000,3/442,0.6519212332756041,0.9075967076239077,0,0,0.8962322231114942,0.3834364052323142,SPARC;AHNAK;CBS
1300,HDSigDB_Mouse_2021,Genes Down-Regulated In Foxp2/Olfm3-expressing Neurons Of R6/2 Vs WT PMID32681824,4/588,0.6520062488231385,0.9075967076239077,0,0,0.8976330258130649,0.3839186621735848,MDK;SLC2A3;CALM2;MEST
1301,HDSigDB_Mouse_2021,Genes Common In Human And Mouse Microglia PMID28671693,5/735,0.6554631343748947,0.9117079388271384,0,0,0.8969318821542503,0.3788758825109614,TNFAIP8;ABI3;SLC25A19;DOCK8;MAN2B1
1302,HDSigDB_Mouse_2021,Genes Up-Regulated In Human HD Neurons Vs Control Neurons PMID32070434,8/1162,0.6562343658319082,0.9119487656909754,0,0,0.9063034019706464,0.3817687879255644,CCND3;SPARC;G3BP1;PMP22;MCMBP;HSPE1;RAPGEF5;UBQLN4
1303,HDSigDB_Mouse_2021,Genes Up-Regulated In Astrocytes Of HD Patients Vs Control PMID32681824,5/736,0.6566433961684328,0.9119487656909754,0,0,0.8956580402151303,0.3767264755965396,TLE4;SPARC;AHNAK;CYTB;RAPGEF5
1304,HDSigDB_Mouse_2021,Differentially Expressed Genes In Striatum Of 10 Mon HD Q175 Mice Vs Q20 PMID26900923,30/4185,0.6572277796420045,0.9120609263844216,0,0,0.9364799952263032,0.3930637138983493,YWHAE;SNORD15B;SPARC;AHNAK;CRABP2;CPOX;SLC41A1;CRIP2;CDH5;UBB;ZNHIT3;MDK;CBS;UBQLN4;CSNK2A1;ARG1;CCDC58;IGF2;AIG1;SENP3;ETV5;EEF1A1;SLC25A19;PMP22;ESAM;VIM;CALM2;PRRT4;EZH2;MYH7
1305,HDSigDB_Mouse_2021,Mouse Cerebellum Unipolar Brush Cell Markers PMID19013282,4/593,0.6585590734182014,0.9132086385607678,0,0,0.8897820588337202,0.3716629027009962,ARMC10;ARG1;NDUFAB1;MEST
1306,HDSigDB_Mouse_2021,Genes Down-Regulated In Human HD Astrocytes Vs Control Astrocytes PMID32070434,10/1447,0.6600708430532943,0.9141723915970494,0,0,0.908709535725038,0.3774853123760574,BEX1;CBS;WDR18;NDUFS4;FKBP9;AIG1;CALM2;DCTPP1;OSGEP;ETV5
1307,HDSigDB_Mouse_2021,Cortex And Cerebellum Coexpressed Gene Module PMID17101986,1/142,0.6604014577730434,0.9141723915970494,0,0,0.9318203309692672,0.3866191130782597,GRB10
1308,HDSigDB_Mouse_2021,Down-regulated Genes In White Adipose Intestinal Tissue Of HD Q175 Mice PMID26900923,2/298,0.6607684487026713,0.9141723915970494,0,0,0.8866769454017777,0.3673961928109923,KRT18;RASIP1
1309,HDSigDB_Mouse_2021,Striatum Protein Module pM2 (Blue) PMID26900923,4/596,0.6624512333184994,0.9152648410005008,0,0,0.8851351351351351,0.3645060252908667,CSNK2A1;PDIA6;SENP3;DCTPP1
1310,HDSigDB_Mouse_2021,Expression In Striatum Of R6/2 HD Mice GSE62210,2/299,0.662568860602792,0.9152648410005008,0,0,0.8836463064650985,0.3637360236679955,CRIP2;VIM
1311,HDSigDB_Mouse_2021,Up-regulated Genes In Cerebellum Of HD Q175 Mice PMID26900923,8/1171,0.6647565612240084,0.9172791317214728,0,0,0.8988569470082798,0.3670341929921698,YWHAE;ACTR2;BEX1;SERBP1;VPS41;GRB10;MEST;ZWINT
1312,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of 6 Wk ATXN2Q127 Mice E-MTAB-6293,3/451,0.6653343445076005,0.9172791317214728,0,0,0.8778203426640927,0.3576815846970036,PRRT4;ETV5;TRIM67
1313,HDSigDB_Mouse_2021,Genes Up-Regulated In Inferior Olive Of 12 Week Old Atxn1[154Q/2Q] Vs WT GSE122099,1/144,0.6655465373175126,0.9172791317214728,0,0,0.9186946386946389,0.3740435044540036,PEG3
1314,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Frontal Lobe Of Mbnl KO Myotonic Dystrophy Mice GSE68890,1/145,0.668089963426004,0.9200843526726185,0,0,0.9122685185185184,0.3679474863470564,SLC2A3
1315,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In SIVF020 Line NSCs Vs ESCs GSE34201,33/4613,0.6691113265705679,0.9207907389204396,0,0,0.9323458663311376,0.3746210679107501,YWHAE;SPARC;ARL6IP1;CRABP1;SLC2A1;CRIP2;ACTB;CNN2;MDK;G3BP1;GRB10;POLR2G;MEST;UBQLN4;TMPO;TLE4;ACTR2;RRM1;CSNK2A1;HSPE1;ZWINT;ETV5;DRAP1;FAM189B;TSPAN18;NEDD4;NDUFS4;PMP22;ESAM;VIM;PFN1;CALM2;EZH2
1316,HDSigDB_Mouse_2021,Changes In DNA Methylation In Limbic Lobe Region Of AD Vs Control GSE72778,10/1460,0.6711346211445689,0.9219168668432968,0,0,0.8999266324284666,0.3588777231204204,COX7B;BEX1;DKC1;DOCK8;HAND2;CRABP1;ANO10;MCMBP;HSPE1;TRIM67
1317,HDSigDB_Mouse_2021,Genes Down-Regulated In STHdhQ7/Q7 Vs STHdhQ111/Q111 Cells In Normal Conditions GSE38001,10/1460,0.6711346211445689,0.9219168668432968,0,0,0.8999266324284666,0.3588777231204204,BEX1;AHNAK;ARL6IP1;NCL;DOCK8;CRABP1;SLC2A3;CRIP2;AIG1;ETV5
1318,HDSigDB_Mouse_2021,Genes Down-Regulated In Nortriptyline Treated STHdhQ111 Vs Control GSE129143,2/304,0.6714568455915563,0.9219168668432968,0,0,0.8687941686297169,0.3460455224662977,SPECC1L;SLC41A1
1319,HDSigDB_Mouse_2021,HD-specific Set Of Genes (Cluster 3) PMID28499347,1/147,0.6731193146698005,0.9223210867706098,0,0,0.8996803652968036,0.3561228876918185,VEGFB
1320,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Markers In Differentiated Human GABAergic Neurons GSE77558,2/305,0.6732117123935564,0.9223210867706098,0,0,0.8658825614105035,0.3426257627064026,RPS26;NEDD4
1321,HDSigDB_Mouse_2021,Genes Down-Regulated In Human Asymptomatic HD BA9 Vs HD Caudate GSE129473,5/751,0.6740400478240511,0.9223210867706098,0,0,0.8769602262293877,0.3459307748492122,EEF1A1;SPARC;HAND2;CRABP1;VIM
1322,HDSigDB_Mouse_2021,HD Grade 3 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790,2/306,0.6749590319047807,0.9223210867706098,0,0,0.8629901095019428,0.3392442456093162,SERBP1;UBQLN4
1323,HDSigDB_Mouse_2021,Htt-N171-82Q Vs Htt-N171-19Q Changed Genes In Rat Striatal Neurons GSE1918,2/306,0.6749590319047807,0.9223210867706098,0,0,0.8629901095019428,0.3392442456093162,VIM;RAPGEF5
1324,HDSigDB_Mouse_2021,Up-regulated Genes In HD Vs Control Fibroblast-Derived Neurons GSE84013,4/606,0.6752097641454025,0.9223210867706098,0,0,0.8699798856419644,0.3416688314300031,HAND2;RAPGEF5;MEST;RASIP1
1325,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 3 Markers In Human Caudate Nucleus (HG-U133A) GSE3790,6/897,0.675720841702458,0.9223210867706098,0,0,0.8804365494020666,0.3451093315341259,YWHAE;BEX1;PEG3;CCDC85B;SPECC1L;CALM2
1326,HDSigDB_Mouse_2021,Genes Up-Regulated In CAG Length-Dependent Genes In 10 Mon Mouse Cortex PMID26900923,5/753,0.6763157458191786,0.9223210867706098,0,0,0.8745238444070031,0.3420221061438515,RRM1;TSPAN18;CPOX;MCMBP;CNNM3
1327,HDSigDB_Mouse_2021,Genes Down-Regulated In CPSF6 Binding Sites In MEFs From Mbnl1/2 KO Myotonic Dystrophy Mice Vs WT Mice GSE60487,2/307,0.6766988171975857,0.9223210867706098,0,0,0.8601166244911431,0.3359004711771846,H19;SPARC
1328,HDSigDB_Mouse_2021,Genes Up-Regulated In Genes Changed In HDACi 106 Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933,10/1468,0.6778406653286545,0.9223210867706098,0,0,0.8945996166905019,0.3478588216098747,RRM1;RPA3;RPLP1;SERBP1;CCNF;CPOX;SLC2A3;CRIP2;FLYWCH1;EZH2
1329,HDSigDB_Mouse_2021,Liver RNA M43 Module (Ivory) PMID26900923,1/149,0.6780729541569224,0.9223210867706098,0,0,0.8874324324324324,0.3447678503841141,CPOX
1330,HDSigDB_Mouse_2021,Liver RNA M7 Module (Black) PMID26900923,1/149,0.6780729541569224,0.9223210867706098,0,0,0.8874324324324324,0.3447678503841141,SPECC1L
1331,HDSigDB_Mouse_2021,Genes Changed In The Cortex Of zQ175 KI Mice Vs WT GSE123657,3/460,0.6783719975585049,0.9223210867706098,0,0,0.8601336566325626,0.3337830131068866,TUBB5;BEX1;MYH7
1332,HDSigDB_Mouse_2021,Differentially Expressed Proteins In Striatum Of 10 Mon HD Q175 Mice Vs Q20 PXD006302,3/461,0.6797974470260526,0.9235657738666028,0,0,0.8582113773161808,0.3312356040749557,VIM;ACTB;DHODH
1333,HDSigDB_Mouse_2021,Expression In Quadriceps Muscle Of Clcn1 Null Myotonic Dystrophy Mice (MOE430B Array) GSE14691,1/150,0.6805217363957041,0.9238567200994154,0,0,0.8814317673378076,0.3392591345553196,SERBP1
1334,HDSigDB_Mouse_2021,PD Down-Regulated Genes In Human Prefrontal Cortex PMID29375298,6/903,0.6819658217912373,0.9245459290618664,0,0,0.8742705570291777,0.3346495568654974,ACTR2;RRM1;PEG3;ARMC10;CSNK2A1;BTF3L4
1335,HDSigDB_Mouse_2021,Genes Down-Regulated In Cerebellum Atxn1[82Q]CaLoxM120A Mice Compared To Atxn1[82Q] KI Mice GSE114815,13/1894,0.6820504479440385,0.9245459290618664,0,0,0.8998605428811378,0.3443331244566447,COX7B;PEG3;SLC2A1;SLC2A3;COX6C;ZWINT;DLK1;CCND3;PDF;RPA3;NDUFAB1;EZH2;TRIM67
1336,HDSigDB_Mouse_2021,STHdhQ7/Q7 Vs STHdhQ111/Q111 Cells In Normal Conditions GSE38001,19/2730,0.6845932928228238,0.9255735046440402,0,0,0.9099348333948112,0.3448019250361427,TLE4;YWHAE;BEX1;AHNAK;CRABP2;ARL6IP1;ARG1;DOCK8;CRABP1;SLC2A3;CRIP2;AIG1;ETV5;H19;NCL;GRB10;IGF2BP1;FKBP9;MEST
1337,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Striatal Cells Of HdhQ109 HD Mice GSE42107,6/906,0.6850594478833968,0.9255735046440402,0,0,0.8712183908045977,0.3295380594579151,TLE4;TRAPPC6A;AHNAK;ZNHIT3;WDR18;IGF2
1338,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of Dox Treated FRDAkd Vs WT Mice At 12 Wk GSE98790,1/152,0.6853639258573483,0.9255735046440402,0,0,0.8696688741721854,0.3285655126681077,YWHAE
1339,HDSigDB_Mouse_2021,Genes Up-Regulated In Pvalb/Th-expressing Interneurons Of zQ175DN Vs WT PMID32681824,1/152,0.6853639258573483,0.9255735046440402,0,0,0.8696688741721854,0.3285655126681077,CYTB
1340,HDSigDB_Mouse_2021,PVALB Interneuron Gene Module From Human Brain PMID20616000,1/152,0.6853639258573483,0.9255735046440402,0,0,0.8696688741721854,0.3285655126681077,PEG3
1341,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs HS-27 Cell Line GSE22651,30/4238,0.6859969599059035,0.9257380733156416,0,0,0.921562234861578,0.3473202945875045,SPARC;AHNAK;CRABP2;FURIN;CRIP2;ACTB;CNN2;CCND3;UBB;CCDC85B;FTH1;ANO10;TLE4;ANXA2;COG4;VEGFB;PDIA6;COPZ1;ETV5;RPS26;DRAP1;FAM189B;TMEM54;EEF1D;NEDD4;PMP22;MAN2B1;FLYWCH1;FKBP9;VIM
1342,HDSigDB_Mouse_2021,Young Microglia-Enriched Genes In Mouse Cortex PMID23954174,1/153,0.6877576097896295,0.9274229570580932,0,0,0.8639035087719298,0.3233753372262894,RPS9
1343,HDSigDB_Mouse_2021,Genes Down-Regulated In Influence Of Cugbp1 KO On Expression In C2C12 Mouse Cells GSE29990,11/1622,0.6884753782122027,0.927700081802306,0,0,0.8895007537465638,0.3320290369154861,CNN2;BEX1;CRABP1;SPECC1L;KRT8;VEGFB;HOXD4;CDC25A;DLK1;MYH7;DHODH
1344,HDSigDB_Mouse_2021,Genes Changed In iSPNs Of R6/2 Vs WT PMID32681824,6/910,0.6891542091161699,0.9279243663266792,0,0,0.8671803478791578,0.3228427600357622,YWHAE;UBB;CCDC58;AIG1;CALM2;ZWINT
1345,HDSigDB_Mouse_2021,Genes Changed In The Heart Of Dox Treated FRDAkd Mice At 20 Wk GSE98790,2/315,0.6903475117573059,0.928726055286858,0,0,0.8377897377618629,0.3104515059293297,ANO10;MAN2B1
1346,HDSigDB_Mouse_2021,Up-regulated Genes In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 GSE73468,13/1906,0.6908586858319049,0.928726055286858,0,0,0.8935590313665143,0.3304559856861561,RPL4;YWHAE;ACTR2;BEX1;EEF1A1;UBB;ABI3;SERBP1;NDUFAB1;GRB10;RPL13;RPS20;RPL29
1347,HDSigDB_Mouse_2021,Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs SC41-MSC Cell Line GSE22651,30/4248,0.6912880853267169,0.928726055286858,0,0,0.9187896030001294,0.339215863926096,TNFAIP8;SPARC;AHNAK;SLC41A1;FURIN;CRIP2;ACTB;CNN2;CCND3;FTH1;ANO10;MEST;ACTR2;ANXA2;VEGFB;AIG1;COPZ1;ETV5;DRAP1;H19;FAM189B;TMEM54;NEDD4;VPS41;PMP22;MAN2B1;HOXD4;FLYWCH1;FKBP9;VIM
1348,HDSigDB_Mouse_2021,Genes Up-Regulated In Ciliated Ependymal Cells Of HD Patients Vs Control PMID32681824,10/1485,0.6918263297924505,0.9287601803218144,0,0,0.8834715711022959,0.3254888819140217,CCND3;FRMD5;AHNAK;UBB;ANXA2;EEF1D;NCL;NEDD4;GRB10;ANO10
1349,HDSigDB_Mouse_2021,Cortex RNA M42 Module (Lightcyan1) PMID26900923,1/155,0.6924908403168032,0.9289636383805412,0,0,0.8525974025974026,0.3132956700438593,BTF3L4
1350,HDSigDB_Mouse_2021,Mouse Glia-Enriched Genes PMID30811995,10/1490,0.6958702352466768,0.9297081733181336,0,0,0.8802472685451409,0.3191706877006071,TNFAIP8;ABI3;SLC25A19;CBS;DOCK8;RPLP1;PMP22;CPOX;MAN2B1;RPL29
1351,HDSigDB_Mouse_2021,Cerebellum Coexpressed Gene Module PMID17101986,6/917,0.6962369645075851,0.9297081733181336,0,0,0.8601990991331996,0.3114481677676759,RRM1;CCDC85B;RPL22;SERBP1;SPECC1L;RAPGEF5
1352,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Expanded CAG Repeats Vs Control ESCs After 4D Of Neuronal Differentiation GSE9760,6/917,0.6962369645075851,0.9297081733181336,0,0,0.8601990991331996,0.3114481677676759,CRABP2;PEG3;TSPAN18;NEDD4;RPS20;PPIG
1353,HDSigDB_Mouse_2021,Genes Down-Regulated In The Astrocytes Of zQ175 KI Mice Vs WT At 12 Month Old GSE124846,7/1062,0.6964617185779121,0.9297081733181336,0,0,0.8659689310163243,0.3132577225837294,RPL22;IGF2;FLYWCH1;CALM2;UBQLN4;RASIP1;MYH7
1354,HDSigDB_Mouse_2021,Probable Astrocyte-Enriched Genes PMID18171944,18/2611,0.6967403443995945,0.9297081733181336,0,0,0.9006550313307372,0.3254449143342292,TNFAIP8;SPARC;ANXA2;VEGFB;SLC41A1;CRIP2;OSGEP;ETV5;CCND3;MDK;CBS;PRDX1;NDUFS4;PMP22;PPIG;VIM;MEST;TMPO
1355,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs Untreated HSALR 20B Mice GSE38962,2/319,0.6969936375879584,0.9297081733181336,0,0,0.8270488853132344,0.2985472767136525,CSRP3;AHNAK
1356,HDSigDB_Mouse_2021,Changes In DNA Methylation In Parietal Lobe Of HD Vs Control GSE72778,1/157,0.697152788164564,0.9297081733181336,0,0,0.8415811965811966,0.3036009922860705,DLK1
1357,HDSigDB_Mouse_2021,Up-regulated Proteins In The Striatum Of R6/2 Vs WT PXD008099,1/157,0.697152788164564,0.9297081733181336,0,0,0.8415811965811966,0.3036009922860705,CPOX
1358,HDSigDB_Mouse_2021,Genes Changed In Striatum Of R6/2 Vs WT Mice GSE109416,31/4397,0.6980029307014944,0.9300420617164314,0,0,0.9161188731103984,0.3293740300889611,SPARC;BEX1;SLC2A1;SLC41A1;CRIP2;ACTB;TUBB5;UBB;PRDX1;GRB10;MCMBP;MEST;CNNM3;TMPO;TLE4;ACTR2;RPS9;CCDC58;RPL22;AIG1;CDC25A;ZWINT;ETV5;EEF1A1;SERBP1;PMP22;VIM;CYTB;CALM2;RPS21;MYH7
1359,HDSigDB_Mouse_2021,Up-regulated Genes In Hippocampus Of Foxp1 KO Vs WT Mice GSE62718,8/1209,0.699351658114315,0.9300420617164314,0,0,0.8686467570730685,0.3106294491631419,BEX1;AHNAK;ANXA2;PEG3;MDK;GRB10;DLK1;MYH7
1360,HDSigDB_Mouse_2021,Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs WT Mice GSE38962,1/158,0.6994573650236221,0.9300420617164314,0,0,0.8361783439490446,0.2988923147718132,TLE4
1361,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Quadriceps Muscle Of HSALR 41 Myotonic Dystrophy Mice (MOE430B Array) GSE14691,1/158,0.6994573650236221,0.9300420617164314,0,0,0.8361783439490446,0.2988923147718132,RAPGEF5
1362,HDSigDB_Mouse_2021,Yellow Module Eigengene Expression Profile Across Striatal Astrocytes Of R6/2 And Q175 Mice PMID31619545,5/775,0.700658740831108,0.930955964523211,0,0,0.8485589752713041,0.3018615569437357,CRABP2;CRABP1;CCNF;CALM2;MYH7
1363,HDSigDB_Mouse_2021,Cortex RNA M41 Module (Lightsteelblue1) PMID26900923,1/159,0.7017445197990577,0.9310324727883468,0,0,0.8308438818565401,0.2942731657099619,ARMC10
1364,HDSigDB_Mouse_2021,Genes Up-Regulated In NPCs After HTT Knock Down GSE118088,1/159,0.7017445197990577,0.9310324727883468,0,0,0.8308438818565401,0.2942731657099619,H19
